MusterCallsDate,MobilizatonSymbol,Countycode,RegistrationAddress,RecallUnit 
2021-07-26,博愛甲字952005,10005,苗栗縣苗栗市府前路56號,建功營區,
2021-07-28,博愛甲字912001,10016,澎湖縣湖西鄉西溪村13鄰西溪128號,太武北營區,
2021-07-29,精誠甲字933021,68000,桃園市龍潭區中正路三林段277號,龍城營區,
2021-07-30,博愛甲字953004,10005,苗栗縣苗栗市府前路56號,建功營區,
2021-07-31,博愛甲字251605,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-07-31,博愛甲字241505,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-07-31,博愛甲字233802,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-07-31,博愛甲字231404,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-07-31,精誠甲字230303,10004,新竹縣關西鎮東平里老寮1鄰22號,關西營區,
2021-07-31,精誠甲字230310,10004,新竹縣關西鎮東平里老寮1鄰22號,關西營區,
2021-08-02,博愛甲字953005,10005,苗栗縣苗栗市府前路56號,建功營區,
2021-08-02,博愛甲字953701,10005,苗栗縣苗栗市府前路56號,建功營區,
2021-08-02,軍勤甲字951103,66000,臺中市烏日區光日路225號,工務養護總隊,
2021-08-04,精誠甲字923017,10015,花蓮縣吉安鄉干城一街46號,南華營區,
2021-08-04,精誠甲字953046,66000,臺中市新社區中興嶺100號,中興嶺營區,
2021-08-05,精誠甲字943008,67000,臺南市新化區知義里新和庄551號,知義營區,
2021-08-06,忠貞甲字922001,10015,花蓮縣新城鄉花師街37號,花蓮基地,
2021-08-06,博愛甲字952011,66000,臺中市西屯區青海路二段111號,青海營區,
2021-08-07,博愛甲字252600,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-08-07,博愛甲字252700,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-08-07,忠貞甲字250300,66000,臺中市大雅區中清路五段2號,硬漢營區,
2021-08-07,忠貞甲字240100,64000,高雄市鳥松區忠義路500號,鐵衛營區,
2021-08-07,博愛甲字231405,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-08-07,博愛甲字233602,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-08-07,博愛甲字241506,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-08-07,精誠甲字260100,9020,金門縣金湖鎮士校路1號,太湖營區,
2021-08-09,博愛甲字256800,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-08-09,博愛甲字952008,66000,臺中市西屯區青海路二段111號,青海營區,
2021-08-10,仁愛甲字942008,10013,屏東縣勝利路330號,大聖東營區,
2021-08-11,仁愛甲字943009,67000,臺南市仁德區仁愛里保仁路195號,長安營區,
2021-08-11,精誠甲字923020,10014,臺東市岩灣路101巷598號,臺東火車站,
2021-08-11,精誠甲字933035,65000,新北市新店區復興路94號,秀朗營區,
2021-08-11,精誠甲字953037,10020,嘉義市東區蘭潭里學府路456號,彌陀營區,
2021-08-11,忠義甲字941005,64000,高雄市左營區介壽路10號,武進營區,
2021-08-12,精誠甲字933036,68000,桃園市大溪區烏塗窟901號,虎豹坑營區,
2021-08-13,博愛甲字952009,66000,臺中市西屯區青海路二段111號,青海營區,
2021-08-14,博愛甲字233607,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-08-14,博愛甲字241507,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-08-14,博愛甲字233603,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-08-14,博愛甲字251704,66000,臺中市烏日區中山路二段502號,成功嶺營區,
2021-08-14,精誠甲字251007,10010,嘉義縣大林鎮中坑里沙崙19號,中坑營區,
2021-08-14,精誠甲字231506,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區,
2021-08-14,精誠甲字240801,64000,高雄市旗山區旗楠三路234號,嶺口營區,
2021-08-14,精誠甲字240802,64000,高雄市旗山區旗楠三路234號,嶺口營區,
2021-08-14,精誠甲字250301,66000,臺中市烏日區學田路719號,成功嶺營區,
2021-08-14,精誠甲字250303,66000,臺中市烏日區學田路719號,成功嶺營區,
2021-08-14,仁愛甲字140100,67000,臺南市南區機場路905號,臺南基地,
2021-08-14,忠義甲字230100,10017,基隆市中山二路94號,居仁營區,
2021-08-16,博愛甲字952010,66000,臺中市西屯區青海路二段111號,青海營區,
2021-08-17,博愛甲字932008,10017,基隆市信義區正信路203號,正信營區,
2021-08-17,精誠甲字932005,65000,新北市淡水區自立路17號,前山營區,
2021-08-17,精誠甲字933044,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2021-08-18,精誠甲字932008,65000,新北市淡水區自立路17號,前山營區,
2021-08-18,精誠甲字923001,10015,花蓮縣新城鄉太平街197號,復興北營區,
2021-08-18,博愛甲字932011,10017,基隆市信義區正信路203號,正信營區,
2021-08-18,軍勤甲字951404,10005,苗栗縣公館鄉五穀村11鄰111號,苗栗工務段,
2021-08-19,軍勤甲字921303,10014,臺東縣大武鄉民旅街2巷49號,大武工務段,
2021-08-20,博愛甲字953702,66000,臺中市西屯區青海路二段111號,青海營區,
2021-08-21,忠貞甲字150700,10020,嘉義市西區垂楊路704號,仁愛營區,
2021-08-21,忠貞甲字220200,10014,臺東縣卑南鄉泰安村361號,太平營區,
2021-08-21,博愛甲字251705,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-08-21,博愛甲字233606,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-08-21,博愛甲字233608,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-08-21,博愛甲字110100,10016,澎湖縣馬公市中正路74之1號,中正營區,
2021-08-21,精誠甲字260302,9020,金門縣烈嶼鄉后宅庵頂二營區,庵頂營區,
2021-08-21,精誠甲字230400,65000,新北市鶯歌區八德路99號,岳崙營區,
2021-08-21,忠義甲字280100,64000,高雄市左營區介壽路10號,莊強營區,
2021-08-21,仁愛甲字230200,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-08-23,博愛甲字246300,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-08-23,博愛甲字942006,64000,高雄市三民區武功巷52號,三民營區,
2021-08-23,博愛甲字942007,64000,高雄市三民區武功巷52號,三民營區,
2021-08-24,博愛甲字943006,64000,高雄市三民區武功巷52號,三民營區,
2021-08-24,博愛甲字953001,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-08-24,博愛甲字953002,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-08-24,大業甲字933001,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2021-08-24,精誠甲字953026,67000,臺南市白河區內角里2號,內角營區,
2021-08-25,忠義甲字933001,10017,基隆市中山區中山二路94號,居仁營區,
2021-08-25,博愛甲字943007,64000,高雄市三民區武功巷52號,三民營區,
2021-08-25,博愛甲字952001,10005,苗栗縣頭份市斗煥里1991號,斗煥坪營區,
2021-08-26,大業甲字933002,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2021-08-26,精誠甲字953030,67000,臺南市白河區內角里2號,內角營區,
2021-08-27,精誠甲字943041,64000,高雄市內門區永興里永和11號,田單營區,
2021-08-27,博愛甲字943008,64000,高雄市三民區武功巷52號,三民營區,
2021-09-01,博愛甲字932040,63000,臺北市北投區中央北路二段70號,復興崗校區,
2021-09-01,精誠甲字953003,66000,臺中市新社區興社街一段235號,龍翔營區,
2021-09-01,大業甲字943009,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2021-09-02,博愛甲字932041,63000,臺北市北投區中央北路二段70號,復興崗校區,
2021-09-04,博愛甲字231604,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-09-04,大業甲字240202,10013,屏東縣恆春鎮省北路二段80號,仁壽營區,
2021-09-06,精誠甲字952004,66000,臺中市烏日區學田路719號,成功嶺營區,
2021-09-06,博愛甲字236400,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-09-07,軍勤甲字941307,67000,臺南市楠西區曾文新村691號,曾文工務段,
2021-09-07,精誠甲字952006,66000,臺中市烏日區學田路719號,成功嶺營區,
2021-09-07,精誠甲字923010,10014,臺東市志航路3段3號,志航營區,
2021-09-07,精誠甲字933028,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2021-09-08,精誠甲字923016,10014,臺東市志航路3段3號,志航營區,
2021-09-08,精誠甲字230700,65000,新北市鶯歌區八德路99號,岳崙營區,
2021-09-08,精誠甲字953039,67000,臺南市白河區內角里13鄰2號,內角營區,
2021-09-08,仁愛甲字941004,67000,臺南市南區機場路905號,臺南基地,
2021-09-08,仁愛甲字931004,63000,臺北市松山區民權東路四段121號,松山基地,
2021-09-08,仁愛甲字933003,63000,臺北市松山區民權東路四段121號,松山基地,
2021-09-08,博愛甲字222600,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-09-08,博愛甲字221204,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-09-09,仁愛甲字933004,63000,臺北市松山區民權東路四段121號,松山基地,
2021-09-09,仁愛甲字931006,63000,臺北市松山區民權東路四段121號,松山基地,
2021-09-09,仁愛甲字941005,67000,臺南市南區機場路905號,臺南基地,
2021-09-09,精誠甲字953047,66000,台中市太平區光興路1001號,光隆營區,
2021-09-10,仁愛甲字943001,67000,臺南市南區機場路905號,臺南基地,
2021-09-10,忠貞甲字952006,66000,臺中市大雅區中清路五段2號,硬漢營區,
2021-09-11,紫電甲字130100,65000,新北市新店區安康路一段158號,碧園營區,
2021-09-11,衛國甲字250100,66000,臺中市太平區中山路二段348號,坪林營區,
2021-09-11,忠貞甲字120100,10015,花蓮縣花蓮市中正路643號,誠正營區,
2021-09-11,博愛甲字233704,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-09-11,博愛甲字251707,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-09-11,仁愛甲字150100,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2021-09-11,大業甲字140200,64000,高雄市左營區先鋒路9號,火牛營區,
2021-09-11,精誠甲字240400,64000,高雄市旗山區旗楠三路234號,嶺口營區,
2021-09-13,仁愛甲字911003,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2021-09-14,仁愛甲字912001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2021-09-14,仁愛甲字913001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2021-09-14,精誠甲字953011,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2021-09-14,精誠甲字943023,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2021-09-14,仁愛甲字952012,66000,臺中市西屯區都會園路1500號,捷雷營區,
2021-09-14,博愛甲字923001,10015,花蓮縣新城區嘉里村嘉里路161號,北埔營區,
2021-09-15,博愛甲字922005,10015,花蓮縣新城區嘉里村嘉里路161號,北埔營區,
2021-09-15,軍勤甲字941402,10013,屏東縣竹田鄉永豐村永豐路227號,屏東工務段,
2021-09-15,軍勤甲字931306,10002,宜蘭縣頭城鎮青雲路1段128號,頭城工務段,
2021-09-15,精誠甲字943027,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2021-09-15,精誠甲字941003,64000,高雄市左營區介壽路273號,長風營區,
2021-09-15,精誠甲字933047,10004,新竹縣湖口鄉勝利路2段3號,湖口三營區,
2021-09-16,精誠甲字933004,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區,
2021-09-16,精誠甲字953013,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2021-09-16,博愛甲字922006,10015,花蓮縣新城區嘉里村嘉里路161號,北埔營區,
2021-09-16,博愛甲字922007,10015,花蓮縣新城區嘉里村嘉里路161號,北埔營區,
2021-09-22,博愛甲字221206,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-09-22,博愛甲字222700,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-09-24,博愛甲字952024,10008,南投縣南投市民族路512號,明德營區,
2021-09-25,博愛甲字252400,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-09-25,博愛甲字252500,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-09-25,博愛甲字233705,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-09-25,大業甲字140400,64000,高雄市左營區先鋒路9號,篤實營區,
2021-09-25,精誠甲字240700,64000,高雄市旗山區旗楠三路234號,嶺口營區,
2021-09-25,精誠甲字231601,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區,
2021-09-25,精誠甲字231602,10004,新竹縣湖口鄉八德路3段11巷12號,長安營區,
2021-09-27,博愛甲字952025,10008,南投縣南投市民族路512號,明德營區,
2021-09-28,仁愛甲字951002,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2021-09-29,仁愛甲字951003,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2021-09-29,博愛甲字221203,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-09-29,精誠甲字941002,64000,高雄市內門區內南里菜園頂24號,腳帛寮營區,
2021-09-29,精誠甲字933037,10004,新竹縣湖口鄉勝利路2段3號,湖口三營區,
2021-09-29,精誠甲字922002,10014,台東縣卑南鄉泰安村泰安路316號,太平營區,
2021-09-29,忠義甲字913001,10016,澎湖縣馬公市文山路900號,定海營區,
2021-09-30,精誠甲字923007,10014,台東縣卑南鄉泰安村泰安路316號,太平營區,
2021-09-30,仁愛甲字953001,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2021-10-01,博愛甲字226200,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-01,博愛甲字952026,10008,南投縣南投市民族路512號,明德營區,
2021-10-01,軍勤甲字941201,64000,高雄市小港區中山四路2號,高雄航空站,
2021-10-02,衛國甲字250100,66000,臺中市太平區中山路二段348號,坪林營區,
2021-10-02,博愛甲字233701,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-02,博愛甲字233702,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-02,博愛甲字150600,10020,嘉義市東區民權路295號,民權營區,
2021-10-02,博愛甲字233708,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-02,博愛甲字233709,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-02,精誠甲字240507,64000,高雄市鳳山區維武路1號,黃埔營區,
2021-10-02,精誠甲字240209,64000,高雄市鳳山區維武路1號,黃埔營區,
2021-10-02,仁愛甲字250100,66000,臺中市大雅區中清路五段2號,清泉崗基地,
2021-10-04,博愛甲字953705,10008,南投縣南投市民族路512號,明德營區,
2021-10-06,軍勤甲字951305,66000,臺中市和平區東關路一段堰堤巷5號,谷關工務段,
2021-10-13,精誠甲字231800,65000,新北市鶯歌區八德路99號,岳崙營區,
2021-10-13,精誠甲字933034,10002,宜蘭縣頭城鎮宜三路1段311號,二城營區,
2021-10-15,忠義甲字931002,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2021-10-15,博愛甲字953019,10020,嘉義市東區民權路295號,民權營區,
2021-10-16,博愛甲字242400,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-16,博愛甲字242500,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-16,博愛甲字242700,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-16,博愛甲字251201,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-10-16,博愛甲字251202,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-10-16,博愛甲字251208,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-10-16,博愛甲字251209,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2021-10-16,博愛甲字232300,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-16,博愛甲字231304,65000,新北市淡水區中正路二段53號,忠莊營區,
2021-10-16,忠義甲字280200,64000,高雄市左營區介壽路10號,莊強營區,
2021-10-16,忠義甲字210100,10016,澎湖縣馬公市文山路900號,定海營區,
2021-10-16,仁愛甲字220100,10015,花蓮縣新城鄉大漢村華興街1號,神鷹基地,
2021-10-16,精誠甲字250806,67000,臺南市白河區內角里2號,內角營區,
2021-10-16,精誠甲字240202,64000,高雄市鳳山區維武路1號,黃埔營區,
2021-10-16,精誠甲字240509,64000,高雄市鳳山區維武路1號,黃埔營區,
2021-10-18,博愛甲字953020,10020,嘉義市東區民權路295號,民權營區,
2021-10-18,博愛甲字942010,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-19,博愛甲字942012,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
2021-10-19,精誠甲字933026,10004,新竹縣湖口鄉勝利路二段3號,湖口三營區,
2021-10-19,大業甲字943014,64000,高雄市左營區世運大道3號,南勝利營區,
2021-10-19,精誠甲字943002,67000,臺南市官田區官田里官田路49號,官田營區,
2021-10-20,大業甲字932002,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2021-10-20,精誠甲字933027,10004,新竹縣湖口鄉勝利路二段3號,湖口三營區,
2021-10-20,精誠甲字932011,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2021-10-20,博愛甲字942013,10013,屏東縣枋寮鄉新開村忠誠路1號,新開營區,
